x,y,z,value
-0.026180000000000092,-0.08621000000000001,-1.0,17037.3
0.0004999999999999449,-0.08621000000000001,-1.0,18129.3
0.007169999999999899,-0.08621000000000001,-1.0,17516.800000000003
-0.026180000000000092,-0.07954000000000006,-1.0,18106.9
0.007169999999999899,-0.07954000000000006,-1.0,19847.1
0.013839999999999852,-0.07286999999999999,-1.0,17887.1
-0.026180000000000092,-0.06620000000000004,-1.0,34625.5
-0.019510000000000027,-0.06620000000000004,-1.0,23750.3
-0.012840000000000074,-0.06620000000000004,-1.0,37695.700000000004
-0.006170000000000009,-0.06620000000000004,-1.0,58926.7
0.0004999999999999449,-0.06620000000000004,-1.0,38888.5
0.020510000000000028,-0.06620000000000004,-1.0,61765.200000000004
0.033849999999999936,-0.06620000000000004,-1.0,37079.700000000004
-0.05286000000000002,-0.05953000000000008,-1.0,19320.0
-0.032850000000000046,-0.05953000000000008,-1.0,62430.2
-0.026180000000000092,-0.05953000000000008,-1.0,98441.00000000001
-0.019510000000000027,-0.05953000000000008,-1.0,76762.0
-0.012840000000000074,-0.05953000000000008,-1.0,84301.0
-0.006170000000000009,-0.05953000000000008,-1.0,135506.0
0.0004999999999999449,-0.05953000000000008,-1.0,105644.0
0.007169999999999899,-0.05953000000000008,-1.0,116634.0
0.013839999999999852,-0.05953000000000008,-1.0,95494.0
0.020510000000000028,-0.05953000000000008,-1.0,56291.2
0.027179999999999982,-0.05953000000000008,-1.0,19225.5
0.04051999999999989,-0.05953000000000008,-1.0,21034.3
0.047190000000000065,-0.05953000000000008,-1.0,20543.600000000002
-0.05286000000000002,-0.05286000000000002,-1.0,22825.6
-0.046190000000000064,-0.05286000000000002,-1.0,41672.399999999994
-0.03952,-0.05286000000000002,-1.0,79268.0
-0.032850000000000046,-0.05286000000000002,-1.0,110341.0
-0.026180000000000092,-0.05286000000000002,-1.0,269850.0
-0.019510000000000027,-0.05286000000000002,-1.0,105637.00000000001
-0.012840000000000074,-0.05286000000000002,-1.0,368690.0
-0.006170000000000009,-0.05286000000000002,-1.0,108409.0
0.0004999999999999449,-0.05286000000000002,-1.0,256389.0
0.007169999999999899,-0.05286000000000002,-1.0,72975.0
0.013839999999999852,-0.05286000000000002,-1.0,120323.0
0.020510000000000028,-0.05286000000000002,-1.0,148736.0
0.027179999999999982,-0.05286000000000002,-1.0,95697.0
0.033849999999999936,-0.05286000000000002,-1.0,38726.1
0.04051999999999989,-0.05286000000000002,-1.0,17276.0
-0.07954000000000006,-0.046190000000000064,-1.0,291.97
-0.07286999999999999,-0.046190000000000064,-1.0,18875.5
-0.06620000000000004,-0.046190000000000064,-1.0,18096.4
-0.05953000000000008,-0.046190000000000064,-1.0,42508.200000000004
-0.05286000000000002,-0.046190000000000064,-1.0,36815.1
-0.046190000000000064,-0.046190000000000064,-1.0,116676.0
-0.03952,-0.046190000000000064,-1.0,150402.0
-0.032850000000000046,-0.046190000000000064,-1.0,218379.0
-0.026180000000000092,-0.046190000000000064,-1.0,331569.0
-0.019510000000000027,-0.046190000000000064,-1.0,391628.99999999994
-0.012840000000000074,-0.046190000000000064,-1.0,573454.0
-0.006170000000000009,-0.046190000000000064,-1.0,262150.0
0.0004999999999999449,-0.046190000000000064,-1.0,365211.0
0.007169999999999899,-0.046190000000000064,-1.0,416297.0
0.013839999999999852,-0.046190000000000064,-1.0,78071.0
0.020510000000000028,-0.046190000000000064,-1.0,100142.0
0.027179999999999982,-0.046190000000000064,-1.0,89936.0
0.033849999999999936,-0.046190000000000064,-1.0,60473.7
0.04051999999999989,-0.046190000000000064,-1.0,16879.8
-0.07286999999999999,-0.03952,-1.0,39854.5
-0.06620000000000004,-0.03952,-1.0,35772.1
-0.05953000000000008,-0.03952,-1.0,19959.8
-0.05286000000000002,-0.03952,-1.0,103474.0
-0.046190000000000064,-0.03952,-1.0,132832.0
-0.03952,-0.03952,-1.0,220962.0
-0.032850000000000046,-0.03952,-1.0,573384.0
-0.026180000000000092,-0.03952,-1.0,445095.0
-0.019510000000000027,-0.03952,-1.0,710220.0
-0.012840000000000074,-0.03952,-1.0,619094.0
-0.006170000000000009,-0.03952,-1.0,585578.0
0.0004999999999999449,-0.03952,-1.0,703290.0
0.007169999999999899,-0.03952,-1.0,434700.0
0.013839999999999852,-0.03952,-1.0,442197.0
0.020510000000000028,-0.03952,-1.0,333662.0
0.027179999999999982,-0.03952,-1.0,225253.0
0.033849999999999936,-0.03952,-1.0,80717.0
0.04051999999999989,-0.03952,-1.0,37812.6
0.047190000000000065,-0.03952,-1.0,17248.0
0.05386000000000002,-0.03952,-1.0,19398.399999999998
-0.06620000000000004,-0.032850000000000046,-1.0,119098.0
-0.05953000000000008,-0.032850000000000046,-1.0,60125.8
-0.05286000000000002,-0.032850000000000046,-1.0,221501.0
-0.046190000000000064,-0.032850000000000046,-1.0,287055.99999999994
-0.03952,-0.032850000000000046,-1.0,429786.0
-0.032850000000000046,-0.032850000000000046,-1.0,653779.0
-0.026180000000000092,-0.032850000000000046,-1.0,910350.0
-0.019510000000000027,-0.032850000000000046,-1.0,1050630.0
-0.012840000000000074,-0.032850000000000046,-1.0,971180.0
-0.006170000000000009,-0.032850000000000046,-1.0,1172080.0
0.0004999999999999449,-0.032850000000000046,-1.0,870450.0
0.007169999999999899,-0.032850000000000046,-1.0,1131970.0
0.013839999999999852,-0.032850000000000046,-1.0,602959.0
0.020510000000000028,-0.032850000000000046,-1.0,460719.0
0.027179999999999982,-0.032850000000000046,-1.0,207991.0
0.033849999999999936,-0.032850000000000046,-1.0,153895.0
0.04051999999999989,-0.032850000000000046,-1.0,60788.700000000004
0.047190000000000065,-0.032850000000000046,-1.0,39300.8
0.06052999999999997,-0.032850000000000046,-1.0,38838.8
-0.07954000000000006,-0.026180000000000092,-1.0,36064.7
-0.06620000000000004,-0.026180000000000092,-1.0,61098.1
-0.05953000000000008,-0.026180000000000092,-1.0,63578.2
-0.05286000000000002,-0.026180000000000092,-1.0,197673.0
-0.046190000000000064,-0.026180000000000092,-1.0,407456.0
-0.03952,-0.026180000000000092,-1.0,689031.0
-0.032850000000000046,-0.026180000000000092,-1.0,1046850.0
-0.026180000000000092,-0.026180000000000092,-1.0,1211630.0
-0.019510000000000027,-0.026180000000000092,-1.0,1360590.0
-0.012840000000000074,-0.026180000000000092,-1.0,1384810.0
-0.006170000000000009,-0.026180000000000092,-1.0,1406790.0
0.0004999999999999449,-0.026180000000000092,-1.0,1255870.0
0.007169999999999899,-0.026180000000000092,-1.0,1360170.0
0.013839999999999852,-0.026180000000000092,-1.0,872760.0
0.020510000000000028,-0.026180000000000092,-1.0,478205.0
0.027179999999999982,-0.026180000000000092,-1.0,250971.0
0.033849999999999936,-0.026180000000000092,-1.0,342230.0
0.04051999999999989,-0.026180000000000092,-1.0,172494.0
0.047190000000000065,-0.026180000000000092,-1.0,60333.7
0.05386000000000002,-0.026180000000000092,-1.0,38078.6
-0.08621000000000001,-0.019510000000000027,-1.0,22098.300000000003
-0.07286999999999999,-0.019510000000000027,-1.0,42900.2
-0.06620000000000004,-0.019510000000000027,-1.0,131523.0
-0.05953000000000008,-0.019510000000000027,-1.0,283535.00000000006
-0.05286000000000002,-0.019510000000000027,-1.0,225253.0
-0.046190000000000064,-0.019510000000000027,-1.0,607005.0
-0.03952,-0.019510000000000027,-1.0,701960.0
-0.032850000000000046,-0.019510000000000027,-1.0,1316840.0
-0.026180000000000092,-0.019510000000000027,-1.0,1536849.9999999998
-0.019510000000000027,-0.019510000000000027,-1.0,2085930.0
-0.012840000000000074,-0.019510000000000027,-1.0,2518460.0
-0.006170000000000009,-0.019510000000000027,-1.0,1726060.0
0.0004999999999999449,-0.019510000000000027,-1.0,1796690.0
0.007169999999999899,-0.019510000000000027,-1.0,1269730.0
0.013839999999999852,-0.019510000000000027,-1.0,1018290.0
0.020510000000000028,-0.019510000000000027,-1.0,587097.0
0.027179999999999982,-0.019510000000000027,-1.0,466970.0
0.033849999999999936,-0.019510000000000027,-1.0,276815.0
0.04051999999999989,-0.019510000000000027,-1.0,174496.0
0.047190000000000065,-0.019510000000000027,-1.0,59380.299999999996
0.05386000000000002,-0.019510000000000027,-1.0,35929.6
0.06719999999999993,-0.019510000000000027,-1.0,18636.100000000002
-0.07954000000000006,-0.012840000000000074,-1.0,19779.199999999997
-0.06620000000000004,-0.012840000000000074,-1.0,61081.299999999996
-0.05953000000000008,-0.012840000000000074,-1.0,266098.0
-0.05286000000000002,-0.012840000000000074,-1.0,364154.0
-0.046190000000000064,-0.012840000000000074,-1.0,634830.0000000001
-0.03952,-0.012840000000000074,-1.0,1091580.0
-0.032850000000000046,-0.012840000000000074,-1.0,1195880.0
-0.026180000000000092,-0.012840000000000074,-1.0,2254560.0
-0.019510000000000027,-0.012840000000000074,-1.0,2467080.0
-0.012840000000000074,-0.012840000000000074,-1.0,2769340.0
-0.006170000000000009,-0.012840000000000074,-1.0,2416260.0
0.0004999999999999449,-0.012840000000000074,-1.0,2225300.0
0.007169999999999899,-0.012840000000000074,-1.0,2100910.0
0.013839999999999852,-0.012840000000000074,-1.0,1405740.0
0.020510000000000028,-0.012840000000000074,-1.0,1207850.0
0.027179999999999982,-0.012840000000000074,-1.0,535703.0
0.033849999999999936,-0.012840000000000074,-1.0,295197.0
0.04051999999999989,-0.012840000000000074,-1.0,141988.0
0.047190000000000065,-0.012840000000000074,-1.0,40744.200000000004
-0.08621000000000001,-0.006170000000000009,-1.0,20910.399999999998
-0.07954000000000006,-0.006170000000000009,-1.0,21590.1
-0.06620000000000004,-0.006170000000000009,-1.0,83552.0
-0.05953000000000008,-0.006170000000000009,-1.0,277746.0
-0.05286000000000002,-0.006170000000000009,-1.0,320376.00000000006
-0.046190000000000064,-0.006170000000000009,-1.0,610715.0
-0.03952,-0.006170000000000009,-1.0,1206100.0
-0.032850000000000046,-0.006170000000000009,-1.0,1579900.0
-0.026180000000000092,-0.006170000000000009,-1.0,2185120.0
-0.019510000000000027,-0.006170000000000009,-1.0,2766540.0
-0.012840000000000074,-0.006170000000000009,-1.0,3241770.0
-0.006170000000000009,-0.006170000000000009,-1.0,3100300.0
0.0004999999999999449,-0.006170000000000009,-1.0,2358650.0
0.007169999999999899,-0.006170000000000009,-1.0,2307200.0
0.013839999999999852,-0.006170000000000009,-1.0,1664740.0
0.020510000000000028,-0.006170000000000009,-1.0,1347920.0
0.027179999999999982,-0.006170000000000009,-1.0,669669.0000000001
0.033849999999999936,-0.006170000000000009,-1.0,439481.0
0.04051999999999989,-0.006170000000000009,-1.0,246393.0
0.047190000000000065,-0.006170000000000009,-1.0,76930.0
0.05386000000000002,-0.006170000000000009,-1.0,40179.3
-0.07954000000000006,0.0004999999999999449,-1.0,21340.899999999998
-0.07286999999999999,0.0004999999999999449,-1.0,20094.899999999998
-0.06620000000000004,0.0004999999999999449,-1.0,81389.0
-0.05953000000000008,0.0004999999999999449,-1.0,181685.0
-0.05286000000000002,0.0004999999999999449,-1.0,441161.0
-0.046190000000000064,0.0004999999999999449,-1.0,973070.0
-0.03952,0.0004999999999999449,-1.0,1210650.0000000002
-0.032850000000000046,0.0004999999999999449,-1.0,1268750.0
-0.026180000000000092,0.0004999999999999449,-1.0,1915480.0
-0.019510000000000027,0.0004999999999999449,-1.0,2357250.0
-0.012840000000000074,0.0004999999999999449,-1.0,3395560.0
-0.006170000000000009,0.0004999999999999449,-1.0,3457090.0
0.0004999999999999449,0.0004999999999999449,-1.0,2911440.0
0.007169999999999899,0.0004999999999999449,-1.0,2344580.0
0.013839999999999852,0.0004999999999999449,-1.0,1866480.0
0.020510000000000028,0.0004999999999999449,-1.0,860230.0
0.027179999999999982,0.0004999999999999449,-1.0,725410.0
0.033849999999999936,0.0004999999999999449,-1.0,240057.99999999997
0.04051999999999989,0.0004999999999999449,-1.0,180873.0
0.047190000000000065,0.0004999999999999449,-1.0,17653.300000000003
0.05386000000000002,0.0004999999999999449,-1.0,52584.700000000004
-0.07286999999999999,0.007169999999999899,-1.0,19805.800000000003
-0.06620000000000004,0.007169999999999899,-1.0,37795.799999999996
-0.05953000000000008,0.007169999999999899,-1.0,217630.0
-0.05286000000000002,0.007169999999999899,-1.0,331289.0
-0.046190000000000064,0.007169999999999899,-1.0,689514.0
-0.03952,0.007169999999999899,-1.0,946679.9999999999
-0.032850000000000046,0.007169999999999899,-1.0,1307950.0
-0.026180000000000092,0.007169999999999899,-1.0,1977990.0
-0.019510000000000027,0.007169999999999899,-1.0,2327920.0
-0.012840000000000074,0.007169999999999899,-1.0,2512230.0
-0.006170000000000009,0.007169999999999899,-1.0,2374540.0
0.0004999999999999449,0.007169999999999899,-1.0,2557239.9999999995
0.007169999999999899,0.007169999999999899,-1.0,1931300.0
0.013839999999999852,0.007169999999999899,-1.0,1483930.0
0.020510000000000028,0.007169999999999899,-1.0,1103130.0
0.027179999999999982,0.007169999999999899,-1.0,768600.0
0.033849999999999936,0.007169999999999899,-1.0,314195.0
0.04051999999999989,0.007169999999999899,-1.0,171780.0
0.047190000000000065,0.007169999999999899,-1.0,56160.299999999996
0.05386000000000002,0.007169999999999899,-1.0,17940.999999999996
-0.07286999999999999,0.013839999999999852,-1.0,76517.0
-0.06620000000000004,0.013839999999999852,-1.0,69915.3
-0.05953000000000008,0.013839999999999852,-1.0,79968.0
-0.05286000000000002,0.013839999999999852,-1.0,315077.0
-0.046190000000000064,0.013839999999999852,-1.0,477477.0
-0.03952,0.013839999999999852,-1.0,950810.0
-0.032850000000000046,0.013839999999999852,-1.0,1080310.0
-0.026180000000000092,0.013839999999999852,-1.0,1835750.0
-0.019510000000000027,0.013839999999999852,-1.0,2335550.0
-0.012840000000000074,0.013839999999999852,-1.0,2190860.0
-0.006170000000000009,0.013839999999999852,-1.0,2167900.0
0.0004999999999999449,0.013839999999999852,-1.0,1980790.0
0.007169999999999899,0.013839999999999852,-1.0,1563660.0
0.013839999999999852,0.013839999999999852,-1.0,1364440.0
0.020510000000000028,0.013839999999999852,-1.0,885500.0
0.027179999999999982,0.013839999999999852,-1.0,633983.0
0.033849999999999936,0.013839999999999852,-1.0,319787.99999999994
0.04051999999999989,0.013839999999999852,-1.0,97566.0
0.047190000000000065,0.013839999999999852,-1.0,94633.0
-0.07954000000000006,0.020510000000000028,-1.0,22100.4
-0.07286999999999999,0.020510000000000028,-1.0,37075.5
-0.06620000000000004,0.020510000000000028,-1.0,58983.4
-0.05953000000000008,0.020510000000000028,-1.0,98462.0
-0.05286000000000002,0.020510000000000028,-1.0,98343.0
-0.046190000000000064,0.020510000000000028,-1.0,297647.00000000006
-0.03952,0.020510000000000028,-1.0,410438.0
-0.032850000000000046,0.020510000000000028,-1.0,938210.0
-0.026180000000000092,0.020510000000000028,-1.0,1184540.0
-0.019510000000000027,0.020510000000000028,-1.0,1502690.0
-0.012840000000000074,0.020510000000000028,-1.0,1616720.0
-0.006170000000000009,0.020510000000000028,-1.0,1665580.0
0.0004999999999999449,0.020510000000000028,-1.0,1810410.0
0.007169999999999899,0.020510000000000028,-1.0,1067500.0
0.013839999999999852,0.020510000000000028,-1.0,1059520.0
0.020510000000000028,0.020510000000000028,-1.0,560896.0
0.027179999999999982,0.020510000000000028,-1.0,373653.0
0.033849999999999936,0.020510000000000028,-1.0,258657.0
0.04051999999999989,0.020510000000000028,-1.0,36600.899999999994
0.047190000000000065,0.020510000000000028,-1.0,40488.7
0.05386000000000002,0.020510000000000028,-1.0,20542.9
0.06052999999999997,0.020510000000000028,-1.0,20255.2
-0.07286999999999999,0.027179999999999982,-1.0,17476.9
-0.05953000000000008,0.027179999999999982,-1.0,18750.2
-0.05286000000000002,0.027179999999999982,-1.0,178129.0
-0.046190000000000064,0.027179999999999982,-1.0,301042.0
-0.03952,0.027179999999999982,-1.0,469623.0
-0.032850000000000046,0.027179999999999982,-1.0,551985.0
-0.026180000000000092,0.027179999999999982,-1.0,845180.0
-0.019510000000000027,0.027179999999999982,-1.0,971530.0
-0.012840000000000074,0.027179999999999982,-1.0,1216390.0
-0.006170000000000009,0.027179999999999982,-1.0,1152200.0
0.0004999999999999449,0.027179999999999982,-1.0,1103200.0
0.007169999999999899,0.027179999999999982,-1.0,1124970.0
0.013839999999999852,0.027179999999999982,-1.0,652498.0
0.020510000000000028,0.027179999999999982,-1.0,294931.0
0.027179999999999982,0.027179999999999982,-1.0,307587.0
0.033849999999999936,0.027179999999999982,-1.0,134953.0
0.04051999999999989,0.027179999999999982,-1.0,36578.5
-0.06620000000000004,0.033849999999999936,-1.0,18172.0
-0.05953000000000008,0.033849999999999936,-1.0,41644.4
-0.05286000000000002,0.033849999999999936,-1.0,77812.0
-0.046190000000000064,0.033849999999999936,-1.0,168945.0
-0.03952,0.033849999999999936,-1.0,192919.99999999997
-0.032850000000000046,0.033849999999999936,-1.0,355320.0
-0.026180000000000092,0.033849999999999936,-1.0,580188.0
-0.019510000000000027,0.033849999999999936,-1.0,846230.0
-0.012840000000000074,0.033849999999999936,-1.0,570311.0
-0.006170000000000009,0.033849999999999936,-1.0,699566.0
0.0004999999999999449,0.033849999999999936,-1.0,724920.0
0.007169999999999899,0.033849999999999936,-1.0,505659.0
0.013839999999999852,0.033849999999999936,-1.0,323302.0
0.020510000000000028,0.033849999999999936,-1.0,217475.99999999997
0.027179999999999982,0.033849999999999936,-1.0,120407.0
0.033849999999999936,0.033849999999999936,-1.0,89712.0
0.04051999999999989,0.033849999999999936,-1.0,18990.3
0.047190000000000065,0.033849999999999936,-1.0,23102.1
0.05386000000000002,0.033849999999999936,-1.0,17797.5
-0.06620000000000004,0.04051999999999989,-1.0,21484.4
-0.05286000000000002,0.04051999999999989,-1.0,37406.6
-0.046190000000000064,0.04051999999999989,-1.0,116837.0
-0.03952,0.04051999999999989,-1.0,190798.99999999997
-0.032850000000000046,0.04051999999999989,-1.0,145243.0
-0.026180000000000092,0.04051999999999989,-1.0,333193.0
-0.019510000000000027,0.04051999999999989,-1.0,350301.0
-0.012840000000000074,0.04051999999999989,-1.0,406315.0
-0.006170000000000009,0.04051999999999989,-1.0,407911.0
0.0004999999999999449,0.04051999999999989,-1.0,313579.0
0.007169999999999899,0.04051999999999989,-1.0,118188.0
0.013839999999999852,0.04051999999999989,-1.0,186648.0
0.020510000000000028,0.04051999999999989,-1.0,191408.0
0.027179999999999982,0.04051999999999989,-1.0,169204.0
0.033849999999999936,0.04051999999999989,-1.0,26735.8
0.04051999999999989,0.04051999999999989,-1.0,38889.200000000004
0.06719999999999993,0.04051999999999989,-1.0,18049.5
-0.06620000000000004,0.047190000000000065,-1.0,19992.0
-0.05953000000000008,0.047190000000000065,-1.0,41253.799999999996
-0.05286000000000002,0.047190000000000065,-1.0,38185.0
-0.046190000000000064,0.047190000000000065,-1.0,19097.4
-0.03952,0.047190000000000065,-1.0,19106.5
-0.032850000000000046,0.047190000000000065,-1.0,98266.0
-0.026180000000000092,0.047190000000000065,-1.0,233786.0
-0.019510000000000027,0.047190000000000065,-1.0,283661.0
-0.012840000000000074,0.047190000000000065,-1.0,75355.0
-0.006170000000000009,0.047190000000000065,-1.0,104272.0
0.0004999999999999449,0.047190000000000065,-1.0,242816.0
0.007169999999999899,0.047190000000000065,-1.0,212632.0
0.013839999999999852,0.047190000000000065,-1.0,76909.0
0.020510000000000028,0.047190000000000065,-1.0,55291.6
0.027179999999999982,0.047190000000000065,-1.0,61130.3
0.033849999999999936,0.047190000000000065,-1.0,36102.5
0.04051999999999989,0.047190000000000065,-1.0,19940.2
-0.03952,0.05386000000000002,-1.0,38504.899999999994
-0.032850000000000046,0.05386000000000002,-1.0,55803.299999999996
-0.026180000000000092,0.05386000000000002,-1.0,18498.2
-0.019510000000000027,0.05386000000000002,-1.0,152446.0
-0.012840000000000074,0.05386000000000002,-1.0,80542.0
-0.006170000000000009,0.05386000000000002,-1.0,121695.0
0.0004999999999999449,0.05386000000000002,-1.0,19236.0
0.007169999999999899,0.05386000000000002,-1.0,19249.3
0.013839999999999852,0.05386000000000002,-1.0,37346.4
0.020510000000000028,0.05386000000000002,-1.0,54058.9
0.027179999999999982,0.05386000000000002,-1.0,41385.399999999994
0.04051999999999989,0.05386000000000002,-1.0,17779.3
0.047190000000000065,0.05386000000000002,-1.0,20039.6
-0.06620000000000004,0.06052999999999997,-1.0,19665.800000000003
-0.03952,0.06052999999999997,-1.0,43364.299999999996
-0.032850000000000046,0.06052999999999997,-1.0,18062.8
-0.026180000000000092,0.06052999999999997,-1.0,37846.9
0.0004999999999999449,0.06052999999999997,-1.0,17771.6
0.007169999999999899,0.06052999999999997,-1.0,22379.0
0.013839999999999852,0.06052999999999997,-1.0,56009.1
0.020510000000000028,0.06052999999999997,-1.0,17935.4
0.04051999999999989,0.06052999999999997,-1.0,21508.899999999998
-0.019510000000000027,0.06719999999999993,-1.0,19933.2
-0.012840000000000074,0.06719999999999993,-1.0,38522.4
-0.006170000000000009,0.06719999999999993,-1.0,19527.9
0.0004999999999999449,0.06719999999999993,-1.0,19052.6
0.013839999999999852,0.06719999999999993,-1.0,17561.6
-0.012840000000000074,0.07386999999999988,-1.0,18097.1
-0.006170000000000009,0.07386999999999988,-1.0,19416.600000000002
-0.012840000000000074,0.08721000000000001,-1.0,17920.0
-0.026180000000000092,-0.08621000000000001,-0.99333,19611.899999999998
0.0004999999999999449,-0.08621000000000001,-0.99333,18496.100000000002
0.007169999999999899,-0.08621000000000001,-0.99333,18165.0
-0.026180000000000092,-0.07954000000000006,-0.99333,11142.599999999999
-0.019510000000000027,-0.07954000000000006,-0.99333,6661.97
0.007169999999999899,-0.07954000000000006,-0.99333,22133.300000000003
0.013839999999999852,-0.07286999999999999,-0.99333,23607.5
-0.026180000000000092,-0.06620000000000004,-0.99333,38198.3
-0.019510000000000027,-0.06620000000000004,-0.99333,20913.899999999998
-0.012840000000000074,-0.06620000000000004,-0.99333,42544.6
-0.006170000000000009,-0.06620000000000004,-0.99333,65303.0
0.0004999999999999449,-0.06620000000000004,-0.99333,40672.8
0.020510000000000028,-0.06620000000000004,-0.99333,64945.3
0.033849999999999936,-0.06620000000000004,-0.99333,35855.4
-0.05286000000000002,-0.05953000000000008,-0.99333,18319.7
-0.032850000000000046,-0.05953000000000008,-0.99333,59652.600000000006
-0.026180000000000092,-0.05953000000000008,-0.99333,97510.0
-0.019510000000000027,-0.05953000000000008,-0.99333,66637.9
-0.012840000000000074,-0.05953000000000008,-0.99333,99225.0
